City,Transport_Mode,Brand,Weather_Condition,Time_of_Day,Emergency_Alert,Speed_Limit_kmh,Past_Accidents_in_Region,accident_probability
Trincomalee,Car,Honda,Clear,Morning (06:00-10:00),None,50,9,0.2642
Colombo,Motorcycle,Honda,Light Rain,Night (22:00-00:00),None,50,64,0.8261
Kurunegala,Three-Wheeler,Bajaj,Heavy Rain,Evening (18:00-22:00),None,50,37,0.6443
Kurunegala,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,90,14,0.5799
Kandy,Car,Honda,Overcast,Afternoon (14:00-18:00),None,60,36,0.4766
Galle,Truck,Hino,Clear,Afternoon (14:00-18:00),None,30,19,0.3409
Trincomalee,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,80,16,0.4973
Anuradhapura,Car,Toyota,Overcast,Afternoon (14:00-18:00),None,80,12,0.4182
Colombo,Car,Mitsubishi,Windy,Morning (06:00-10:00),None,40,131,0.9612
Negombo,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,30,21,0.2533
Kandy,Car,Toyota,Storm,Afternoon (14:00-18:00),None,60,48,0.7348
Jaffna,Van,Toyota,Clear,Early Morning (00:00-06:00),Police Checkpoint,90,12,0.4049
Kandy,Car,Nissan,Overcast,Afternoon (14:00-18:00),None,100,71,0.8808
Galle,Car,Nissan,Light Rain,Afternoon (14:00-18:00),None,30,16,0.2522
Colombo,Three-Wheeler,Bajaj,Windy,Afternoon (14:00-18:00),None,50,107,0.9328
Colombo,Car,Toyota,Overcast,Morning (06:00-10:00),None,40,115,0.9264
Jaffna,Van,Isuzu,Windy,Morning (06:00-10:00),None,70,20,0.4858
Kandy,Car,Mitsubishi,Clear,Midday (10:00-14:00),None,80,42,0.6311
Matara,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,90,16,0.5323
Kandy,Motorcycle,Yamaha,Light Rain,Midday (10:00-14:00),None,30,45,0.5903
Trincomalee,Three-Wheeler,Bajaj,Fog,Morning (06:00-10:00),None,50,11,0.4759
Trincomalee,Motorcycle,Yamaha,Heavy Rain,Morning (06:00-10:00),None,80,17,0.6778
Matara,Three-Wheeler,Bajaj,Overcast,Evening (18:00-22:00),Road Work,60,31,0.5877
Matara,Bicycle,Giant,Clear,Evening (18:00-22:00),None,80,14,0.3587
Kurunegala,Three-Wheeler,TVS,Overcast,Morning (06:00-10:00),None,60,13,0.312
Colombo,Bus,Toyota,Overcast,Morning (06:00-10:00),Police Checkpoint,70,97,0.8906
Galle,Three-Wheeler,TVS,Light Rain,Morning (06:00-10:00),Traffic Jam,80,44,0.7941
Negombo,Motorcycle,Suzuki,Overcast,Evening (18:00-22:00),Police Checkpoint,40,20,0.3571
Kurunegala,Bus,Toyota,Clear,Midday (10:00-14:00),None,30,37,0.3775
Anuradhapura,Van,Nissan,Overcast,Morning (06:00-10:00),None,90,23,0.5829
Batticaloa,Bus,Toyota,Light Rain,Night (22:00-00:00),None,60,8,0.296
Kurunegala,Car,Honda,Light Rain,Midday (10:00-14:00),None,90,28,0.6212
Anuradhapura,Car,Mitsubishi,Overcast,Midday (10:00-14:00),Traffic Jam,70,22,0.49
Trincomalee,Truck,Hino,Light Rain,Early Morning (00:00-06:00),None,40,10,0.3274
Trincomalee,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),None,50,11,0.37
Colombo,Car,Nissan,Clear,Morning (06:00-10:00),Police Checkpoint,50,85,0.7663
Negombo,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,30,18,0.2981
Kurunegala,Motorcycle,Honda,Windy,Night (22:00-00:00),None,80,18,0.5752
Trincomalee,Bicycle,Local,Clear,Early Morning (00:00-06:00),None,50,6,0.2275
Colombo,Motorcycle,Bajaj,Clear,Early Morning (00:00-06:00),None,40,100,0.9068
Negombo,Bicycle,Local,Clear,Afternoon (14:00-18:00),None,70,20,0.3571
Kandy,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,50,47,0.6535
Trincomalee,Car,Suzuki,Clear,Midday (10:00-14:00),None,50,5,0.1852
Batticaloa,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,50,12,0.3775
Colombo,Car,Suzuki,Windy,Night (22:00-00:00),None,60,120,0.9528
Negombo,Car,Nissan,Clear,Evening (18:00-22:00),Road Work,60,10,0.3677
Trincomalee,Three-Wheeler,TVS,Clear,Night (22:00-00:00),Accident Nearby,40,14,0.3966
Galle,Bus,Isuzu,Clear,Afternoon (14:00-18:00),None,100,34,0.6503
Anuradhapura,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,60,7,0.3654
Anuradhapura,Motorcycle,Honda,Heavy Rain,Evening (18:00-22:00),Traffic Jam,50,23,0.5823
Batticaloa,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),None,100,12,0.6152
Matara,Car,Nissan,Clear,Midday (10:00-14:00),None,40,13,0.2654
Colombo,Bus,Ashok Leyland,Clear,Early Morning (00:00-06:00),None,50,98,0.8858
Kurunegala,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,30,28,0.4002
Colombo,Motorcycle,Honda,Light Rain,Morning (06:00-10:00),Road Work,40,101,0.9444
Colombo,Car,Hyundai,Clear,Afternoon (14:00-18:00),Road Work,30,113,0.9029
Colombo,Van,Mitsubishi,Clear,Morning (06:00-10:00),None,70,76,0.8466
Anuradhapura,Bus,Toyota,Light Rain,Midday (10:00-14:00),Accident Nearby,60,14,0.4915
Galle,Car,Nissan,Overcast,Morning (06:00-10:00),None,70,14,0.4281
Matara,Bus,Isuzu,Heavy Rain,Morning (06:00-10:00),None,30,16,0.3109
Trincomalee,Car,Hyundai,Light Rain,Night (22:00-00:00),None,70,8,0.3566
Colombo,Motorcycle,Honda,Windy,Evening (18:00-22:00),Flood Alert,60,81,0.9389
Galle,Motorcycle,Yamaha,Windy,Morning (06:00-10:00),None,90,34,0.7525
Negombo,Bus,Isuzu,Clear,Night (22:00-00:00),None,90,37,0.6177
Colombo,Truck,Isuzu,Light Rain,Midday (10:00-14:00),None,80,115,0.9677
Trincomalee,Bus,Isuzu,Clear,Evening (18:00-22:00),None,50,7,0.2525
Colombo,Bus,Ashok Leyland,Overcast,Early Morning (00:00-06:00),Police Checkpoint,60,92,0.8778
Negombo,Car,Hyundai,Clear,Morning (06:00-10:00),None,60,38,0.4788
Colombo,Bus,Ashok Leyland,Clear,Afternoon (14:00-18:00),Police Checkpoint,50,103,0.8964
Colombo,Three-Wheeler,Bajaj,Light Rain,Morning (06:00-10:00),Accident Nearby,60,157,0.9935
Colombo,Motorcycle,Honda,Clear,Night (22:00-00:00),Road Work,50,109,0.9532
Colombo,Bicycle,Local,Clear,Early Morning (00:00-06:00),Accident Nearby,80,104,0.9485
Kandy,Truck,Isuzu,Clear,Early Morning (00:00-06:00),None,80,41,0.6912
Trincomalee,Car,Mitsubishi,Light Rain,Midday (10:00-14:00),None,80,13,0.4236
Kurunegala,Car,Suzuki,Clear,Morning (06:00-10:00),None,80,22,0.4582
Anuradhapura,Bus,Ashok Leyland,Light Rain,Midday (10:00-14:00),None,60,17,0.3383
Negombo,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,70,35,0.6572
Colombo,Bus,Ashok Leyland,Heavy Rain,Afternoon (14:00-18:00),None,40,80,0.8101
Jaffna,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,80,9,0.5052
Matara,Motorcycle,Yamaha,Clear,Early Morning (00:00-06:00),Flood Alert,90,6,0.6157
Colombo,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,90,112,0.9604
Trincomalee,Bus,Isuzu,Heavy Rain,Evening (18:00-22:00),None,40,7,0.2895
Anuradhapura,Bicycle,Giant,Clear,Afternoon (14:00-18:00),None,60,2,0.212
Kandy,Car,Toyota,Heavy Rain,Morning (06:00-10:00),None,60,49,0.7514
Batticaloa,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,70,22,0.345
Kandy,Three-Wheeler,TVS,Light Rain,Evening (18:00-22:00),Road Work,60,44,0.756
Trincomalee,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,90,16,0.5716
Trincomalee,Bicycle,Giant,Clear,Afternoon (14:00-18:00),None,70,12,0.2861
Colombo,Car,Hyundai,Light Rain,Midday (10:00-14:00),Road Work,50,97,0.9075
Negombo,Motorcycle,Honda,Heavy Rain,Evening (18:00-22:00),None,30,35,0.6459
Trincomalee,Bus,Isuzu,Clear,Morning (06:00-10:00),None,80,11,0.3417
Trincomalee,Three-Wheeler,Bajaj,Overcast,Night (22:00-00:00),None,30,13,0.2314
Trincomalee,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,100,14,0.6197
Matara,Car,Nissan,Heavy Rain,Afternoon (14:00-18:00),None,50,13,0.3993
Negombo,Car,Honda,Overcast,Morning (06:00-10:00),None,70,36,0.5266
Negombo,Three-Wheeler,Bajaj,Light Rain,Morning (06:00-10:00),None,100,25,0.6789
Colombo,Car,Nissan,Windy,Early Morning (00:00-06:00),None,80,81,0.867
Batticaloa,Three-Wheeler,TVS,Overcast,Evening (18:00-22:00),None,90,13,0.5247
Jaffna,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),Police Checkpoint,70,11,0.4536
Galle,Bus,Toyota,Clear,Evening (18:00-22:00),None,30,25,0.2966
Batticaloa,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,30,10,0.2298
Batticaloa,Motorcycle,Bajaj,Overcast,Morning (06:00-10:00),None,90,15,0.6261
Jaffna,Car,Suzuki,Heavy Rain,Afternoon (14:00-18:00),None,40,20,0.4051
Trincomalee,Bus,Ashok Leyland,Overcast,Early Morning (00:00-06:00),Flood Alert,70,12,0.4671
Trincomalee,Car,Hyundai,Windy,Afternoon (14:00-18:00),None,50,16,0.3421
Colombo,Truck,Hino,Clear,Night (22:00-00:00),None,50,134,0.9737
Colombo,Motorcycle,Yamaha,Heavy Rain,Afternoon (14:00-18:00),None,70,113,0.9732
Batticaloa,Bus,Toyota,Light Rain,Morning (06:00-10:00),None,30,11,0.2364
Matara,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,40,9,0.2563
Colombo,Bicycle,Giant,Overcast,Afternoon (14:00-18:00),None,50,73,0.7363
Trincomalee,Car,Honda,Storm,Afternoon (14:00-18:00),None,30,11,0.3106
Kandy,Truck,Mitsubishi,Windy,Afternoon (14:00-18:00),None,50,37,0.5998
Galle,Bus,Isuzu,Clear,Midday (10:00-14:00),None,30,23,0.3282
Batticaloa,Bus,Isuzu,Heavy Rain,Afternoon (14:00-18:00),Road Work,30,11,0.3692
Colombo,Car,Toyota,Windy,Morning (06:00-10:00),None,80,113,0.9511
Batticaloa,Car,Mitsubishi,Clear,Night (22:00-00:00),None,70,10,0.2823
Kurunegala,Van,Mitsubishi,Clear,Morning (06:00-10:00),None,70,27,0.4867
Trincomalee,Bus,Isuzu,Heavy Rain,Midday (10:00-14:00),None,60,12,0.4554
Colombo,Bus,Isuzu,Storm,Morning (06:00-10:00),None,80,50,0.8248
Kandy,Three-Wheeler,Bajaj,Overcast,Midday (10:00-14:00),None,50,33,0.4887
Colombo,Car,Hyundai,Clear,Morning (06:00-10:00),Accident Nearby,50,96,0.8946
Jaffna,Motorcycle,Suzuki,Light Rain,Morning (06:00-10:00),None,60,9,0.4101
Colombo,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,60,114,0.9462
Negombo,Car,Hyundai,Clear,Afternoon (14:00-18:00),None,50,40,0.5077
Trincomalee,Car,Honda,Storm,Early Morning (00:00-06:00),Accident Nearby,70,18,0.6123
Matara,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,30,16,0.2612
Galle,Car,Toyota,Clear,Afternoon (14:00-18:00),None,80,36,0.5913
Colombo,Motorcycle,Yamaha,Windy,Night (22:00-00:00),Accident Nearby,40,103,0.9557
Galle,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),None,60,22,0.4439
Negombo,Van,Nissan,Light Rain,Midday (10:00-14:00),None,60,22,0.4212
Galle,Van,Mitsubishi,Heavy Rain,Night (22:00-00:00),None,40,22,0.4391
Colombo,Car,Suzuki,Clear,Afternoon (14:00-18:00),None,30,90,0.7899
Galle,Motorcycle,Suzuki,Fog,Afternoon (14:00-18:00),None,50,26,0.6781
Batticaloa,Bus,Toyota,Clear,Evening (18:00-22:00),None,50,11,0.2746
Jaffna,Car,Mitsubishi,Heavy Rain,Night (22:00-00:00),None,90,17,0.5848
Matara,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,50,20,0.3327
Trincomalee,Van,Mitsubishi,Clear,Evening (18:00-22:00),Police Checkpoint,60,18,0.3867
Kandy,Three-Wheeler,TVS,Clear,Evening (18:00-22:00),Traffic Jam,90,56,0.7876
Batticaloa,Car,Mitsubishi,Storm,Morning (06:00-10:00),None,100,4,0.6178
Jaffna,Car,Nissan,Light Rain,Morning (06:00-10:00),None,40,1,0.2093
Kurunegala,Van,Mitsubishi,Heavy Rain,Early Morning (00:00-06:00),Road Work,60,31,0.713
Batticaloa,Car,Mitsubishi,Storm,Midday (10:00-14:00),None,80,4,0.5059
Jaffna,Truck,Mitsubishi,Clear,Morning (06:00-10:00),None,40,16,0.3088
Matara,Car,Suzuki,Clear,Afternoon (14:00-18:00),None,70,10,0.308
Kurunegala,Van,Toyota,Storm,Evening (18:00-22:00),None,70,9,0.497
Matara,Motorcycle,Suzuki,Light Rain,Afternoon (14:00-18:00),None,70,20,0.5893
Negombo,Three-Wheeler,TVS,Fog,Morning (06:00-10:00),Accident Nearby,60,34,0.7521
Colombo,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,90,85,0.9031
Kurunegala,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),None,50,3,0.2376
Trincomalee,Motorcycle,Suzuki,Light Rain,Early Morning (00:00-06:00),Road Work,30,9,0.3924
Colombo,Three-Wheeler,TVS,Clear,Night (22:00-00:00),Traffic Jam,50,109,0.9065
Trincomalee,Motorcycle,Suzuki,Heavy Rain,Evening (18:00-22:00),None,40,5,0.4049
Kurunegala,Truck,Isuzu,Clear,Midday (10:00-14:00),None,40,25,0.3536
Kurunegala,Bus,Ashok Leyland,Light Rain,Evening (18:00-22:00),Flood Alert,70,23,0.6041
Kandy,Car,Hyundai,Clear,Morning (06:00-10:00),None,70,52,0.6144
Matara,Bus,Isuzu,Overcast,Night (22:00-00:00),None,30,18,0.2161
Anuradhapura,Truck,Hino,Light Rain,Midday (10:00-14:00),None,80,8,0.4339
Kandy,Car,Nissan,Light Rain,Evening (18:00-22:00),None,50,59,0.6784
Colombo,Bus,Ashok Leyland,Light Rain,Afternoon (14:00-18:00),None,30,96,0.8776
Jaffna,Car,Toyota,Clear,Morning (06:00-10:00),None,30,17,0.221
Batticaloa,Van,Nissan,Clear,Afternoon (14:00-18:00),None,30,6,0.189
Trincomalee,Bus,Isuzu,Clear,Evening (18:00-22:00),None,60,10,0.2951
Colombo,Motorcycle,Bajaj,Light Rain,Afternoon (14:00-18:00),Flood Alert,30,77,0.8967
Galle,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),Police Checkpoint,40,23,0.3935
Colombo,Bus,Isuzu,Heavy Rain,Morning (06:00-10:00),None,80,142,0.9862
Colombo,Bus,Ashok Leyland,Light Rain,Night (22:00-00:00),None,60,65,0.7989
Trincomalee,Motorcycle,Honda,Overcast,Evening (18:00-22:00),None,90,4,0.5375
Trincomalee,Motorcycle,Bajaj,Light Rain,Evening (18:00-22:00),None,50,19,0.4332
Matara,Three-Wheeler,TVS,Clear,Morning (06:00-10:00),None,50,16,0.3035
Jaffna,Car,Hyundai,Heavy Rain,Afternoon (14:00-18:00),None,50,13,0.3817
Matara,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),Police Checkpoint,50,23,0.4091
Jaffna,Car,Mitsubishi,Windy,Afternoon (14:00-18:00),None,30,13,0.2514
Batticaloa,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,50,19,0.3955
Anuradhapura,Bus,Toyota,Light Rain,Evening (18:00-22:00),None,60,17,0.4619
Galle,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),None,30,21,0.3848
Kandy,Car,Mitsubishi,Clear,Evening (18:00-22:00),None,70,71,0.7916
Kandy,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,50,37,0.5971
Colombo,Motorcycle,Honda,Overcast,Morning (06:00-10:00),None,30,118,0.9469
Anuradhapura,Car,Toyota,Windy,Midday (10:00-14:00),Flood Alert,50,15,0.4479
Trincomalee,Van,Toyota,Clear,Early Morning (00:00-06:00),None,80,18,0.4221
Jaffna,Motorcycle,Honda,Heavy Rain,Midday (10:00-14:00),None,50,27,0.6183
Matara,Motorcycle,Suzuki,Overcast,Afternoon (14:00-18:00),Police Checkpoint,80,17,0.5631
Trincomalee,Bus,Ashok Leyland,Clear,Early Morning (00:00-06:00),None,50,8,0.2422
Kurunegala,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),Accident Nearby,80,27,0.6588
Negombo,Bus,Isuzu,Fog,Morning (06:00-10:00),Accident Nearby,30,21,0.4679
Trincomalee,Bus,Toyota,Light Rain,Evening (18:00-22:00),None,70,22,0.4796
Trincomalee,Car,Toyota,Clear,Evening (18:00-22:00),Accident Nearby,80,13,0.4791
Trincomalee,Motorcycle,Suzuki,Light Rain,Afternoon (14:00-18:00),None,60,10,0.5095
Negombo,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,30,29,0.3755
Matara,Three-Wheeler,Bajaj,Light Rain,Morning (06:00-10:00),None,40,9,0.3133
Kurunegala,Car,Suzuki,Clear,Morning (06:00-10:00),None,60,16,0.3687
Negombo,Three-Wheeler,TVS,Light Rain,Afternoon (14:00-18:00),Flood Alert,30,38,0.6971
Colombo,Van,Isuzu,Storm,Evening (18:00-22:00),None,80,83,0.9338
Colombo,Motorcycle,Bajaj,Light Rain,Night (22:00-00:00),None,30,73,0.813
Jaffna,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,30,20,0.2636
Kurunegala,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,40,33,0.4968
Galle,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,70,30,0.5903
Anuradhapura,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,60,19,0.4718
Negombo,Bus,Ashok Leyland,Light Rain,Night (22:00-00:00),None,30,20,0.2442
Colombo,Motorcycle,Yamaha,Overcast,Morning (06:00-10:00),Road Work,70,64,0.8803
Galle,Motorcycle,Bajaj,Light Rain,Evening (18:00-22:00),None,40,36,0.5866
Anuradhapura,Motorcycle,Honda,Light Rain,Midday (10:00-14:00),None,40,12,0.3774
Trincomalee,Car,Mitsubishi,Clear,Night (22:00-00:00),None,50,11,0.3077
Colombo,Motorcycle,Suzuki,Clear,Early Morning (00:00-06:00),None,50,133,0.9685
Colombo,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,50,113,0.9418
Jaffna,Bus,Ashok Leyland,Overcast,Early Morning (00:00-06:00),None,70,20,0.4797
Kandy,Motorcycle,Bajaj,Heavy Rain,Evening (18:00-22:00),None,80,72,0.9172
Galle,Car,Hyundai,Storm,Morning (06:00-10:00),None,50,20,0.4753
Colombo,Motorcycle,Honda,Windy,Evening (18:00-22:00),Flood Alert,90,123,0.9902
Matara,Bus,Isuzu,Overcast,Afternoon (14:00-18:00),None,50,17,0.34
Kandy,Truck,Mitsubishi,Overcast,Morning (06:00-10:00),None,100,48,0.8074
Galle,Car,Nissan,Windy,Midday (10:00-14:00),None,50,36,0.4529
Kurunegala,Car,Suzuki,Storm,Evening (18:00-22:00),None,90,28,0.7024
Galle,Motorcycle,Suzuki,Windy,Morning (06:00-10:00),None,60,29,0.5693
Kurunegala,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),Police Checkpoint,80,32,0.5711
Kandy,Truck,Mitsubishi,Windy,Morning (06:00-10:00),None,60,40,0.6442
Kandy,Car,Nissan,Clear,Midday (10:00-14:00),Accident Nearby,30,34,0.4567
Colombo,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,70,73,0.8339
Colombo,Motorcycle,Honda,Fog,Evening (18:00-22:00),None,90,50,0.8958
Matara,Van,Mitsubishi,Clear,Evening (18:00-22:00),None,90,30,0.5963
Kandy,Bus,Toyota,Clear,Afternoon (14:00-18:00),None,50,31,0.4462
Trincomalee,Bicycle,Local,Overcast,Morning (06:00-10:00),None,80,11,0.3802
Anuradhapura,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,50,12,0.291
Kandy,Van,Isuzu,Overcast,Midday (10:00-14:00),Road Work,50,48,0.6741
Colombo,Motorcycle,Honda,Overcast,Afternoon (14:00-18:00),None,50,120,0.9651
Jaffna,Truck,Mitsubishi,Clear,Afternoon (14:00-18:00),Police Checkpoint,50,22,0.4006
Anuradhapura,Car,Hyundai,Heavy Rain,Afternoon (14:00-18:00),None,70,10,0.4455
Trincomalee,Three-Wheeler,Bajaj,Heavy Rain,Midday (10:00-14:00),None,30,11,0.3997
Batticaloa,Three-Wheeler,TVS,Fog,Morning (06:00-10:00),None,100,12,0.6794
Colombo,Car,Hyundai,Overcast,Afternoon (14:00-18:00),Road Work,40,93,0.8803
Matara,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,70,27,0.4189
Negombo,Motorcycle,Bajaj,Clear,Midday (10:00-14:00),Traffic Jam,30,31,0.4183
Negombo,Car,Toyota,Clear,Morning (06:00-10:00),Road Work,60,33,0.5478
Kandy,Bus,Ashok Leyland,Fog,Midday (10:00-14:00),None,40,53,0.6975
Galle,Truck,Isuzu,Fog,Afternoon (14:00-18:00),Accident Nearby,70,33,0.7781
Batticaloa,Car,Suzuki,Clear,Early Morning (00:00-06:00),None,70,11,0.3326
Kandy,Car,Mitsubishi,Overcast,Afternoon (14:00-18:00),None,70,28,0.535
Trincomalee,Car,Mitsubishi,Clear,Midday (10:00-14:00),Accident Nearby,60,14,0.4255
Batticaloa,Bus,Toyota,Overcast,Afternoon (14:00-18:00),None,50,8,0.2307
Kurunegala,Bicycle,Local,Clear,Night (22:00-00:00),Police Checkpoint,60,19,0.3168
Kurunegala,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,50,28,0.4676
Kurunegala,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,60,33,0.5647
Jaffna,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,50,17,0.3266
Trincomalee,Car,Suzuki,Storm,Afternoon (14:00-18:00),None,70,13,0.5041
Negombo,Car,Hyundai,Clear,Midday (10:00-14:00),Police Checkpoint,50,42,0.4472
Matara,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,70,19,0.4977
Negombo,Car,Hyundai,Heavy Rain,Night (22:00-00:00),Accident Nearby,70,50,0.8136
Kandy,Bicycle,Giant,Light Rain,Midday (10:00-14:00),Traffic Jam,90,52,0.7191
Colombo,Motorcycle,Yamaha,Fog,Morning (06:00-10:00),Accident Nearby,60,55,0.9109
Batticaloa,Van,Mitsubishi,Clear,Midday (10:00-14:00),None,70,14,0.4033
Negombo,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),None,40,30,0.4545
Batticaloa,Three-Wheeler,Bajaj,Clear,Early Morning (00:00-06:00),Police Checkpoint,30,16,0.25
Colombo,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,30,116,0.8807
Colombo,Car,Mitsubishi,Light Rain,Afternoon (14:00-18:00),Flood Alert,60,96,0.9549
Jaffna,Motorcycle,Bajaj,Heavy Rain,Midday (10:00-14:00),None,80,9,0.6475
Matara,Bus,Isuzu,Clear,Morning (06:00-10:00),None,60,16,0.3323
Galle,Motorcycle,Honda,Windy,Morning (06:00-10:00),None,30,18,0.3988
Batticaloa,Truck,Isuzu,Overcast,Morning (06:00-10:00),None,60,8,0.3532
Kandy,Car,Honda,Light Rain,Morning (06:00-10:00),None,90,52,0.7542
Kandy,Bus,Toyota,Clear,Morning (06:00-10:00),Road Work,30,65,0.6619
Colombo,Three-Wheeler,TVS,Windy,Afternoon (14:00-18:00),Road Work,40,109,0.94
Colombo,Van,Toyota,Clear,Morning (06:00-10:00),None,70,70,0.7876
Trincomalee,Bicycle,Local,Windy,Morning (06:00-10:00),None,30,14,0.2254
Negombo,Car,Suzuki,Overcast,Evening (18:00-22:00),Road Work,40,37,0.5069
Trincomalee,Bus,Ashok Leyland,Overcast,Evening (18:00-22:00),None,70,9,0.3317
Negombo,Bus,Toyota,Light Rain,Midday (10:00-14:00),None,40,26,0.3903
Jaffna,Bicycle,Local,Clear,Midday (10:00-14:00),Police Checkpoint,40,17,0.2154
Colombo,Bus,Toyota,Light Rain,Evening (18:00-22:00),Accident Nearby,60,80,0.8834
Trincomalee,Bus,Isuzu,Clear,Early Morning (00:00-06:00),None,50,15,0.2543
Kandy,Motorcycle,Bajaj,Storm,Morning (06:00-10:00),None,70,43,0.8392
Kurunegala,Bus,Isuzu,Clear,Evening (18:00-22:00),Accident Nearby,80,27,0.5361
Batticaloa,Motorcycle,Honda,Windy,Evening (18:00-22:00),None,70,7,0.48
Negombo,Motorcycle,Yamaha,Clear,Night (22:00-00:00),None,70,23,0.5762
Kandy,Motorcycle,Bajaj,Fog,Afternoon (14:00-18:00),None,60,54,0.8332
Colombo,Car,Nissan,Clear,Morning (06:00-10:00),None,80,90,0.8592
Trincomalee,Bus,Ashok Leyland,Clear,Afternoon (14:00-18:00),None,90,20,0.4724
Colombo,Three-Wheeler,TVS,Overcast,Evening (18:00-22:00),None,30,90,0.8214
Kandy,Motorcycle,Suzuki,Overcast,Afternoon (14:00-18:00),None,80,47,0.7484
Trincomalee,Van,Mitsubishi,Windy,Night (22:00-00:00),Accident Nearby,60,16,0.473
Anuradhapura,Motorcycle,Suzuki,Fog,Evening (18:00-22:00),Police Checkpoint,70,6,0.5821
Batticaloa,Car,Mitsubishi,Windy,Midday (10:00-14:00),Traffic Jam,60,3,0.3111
Jaffna,Car,Honda,Clear,Night (22:00-00:00),None,100,7,0.3906
Kandy,Bicycle,Local,Heavy Rain,Night (22:00-00:00),None,50,60,0.7013
Negombo,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,50,22,0.4317
Kurunegala,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,50,44,0.5524
Colombo,Car,Suzuki,Clear,Early Morning (00:00-06:00),None,70,85,0.863
Negombo,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),None,30,29,0.3997
Colombo,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,40,138,0.9642
Batticaloa,Car,Nissan,Clear,Early Morning (00:00-06:00),None,80,20,0.4984
Matara,Bus,Isuzu,Clear,Night (22:00-00:00),Traffic Jam,100,30,0.6545
Colombo,Three-Wheeler,TVS,Overcast,Early Morning (00:00-06:00),None,30,130,0.9467
Negombo,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,80,36,0.5692
Jaffna,Car,Hyundai,Clear,Midday (10:00-14:00),Accident Nearby,50,21,0.4105
Galle,Car,Suzuki,Windy,Midday (10:00-14:00),None,50,30,0.4765
Kandy,Bus,Isuzu,Clear,Afternoon (14:00-18:00),Accident Nearby,60,38,0.5866
Anuradhapura,Car,Honda,Light Rain,Night (22:00-00:00),None,60,9,0.3369
Kurunegala,Bus,Isuzu,Clear,Morning (06:00-10:00),Police Checkpoint,40,23,0.2958
Negombo,Car,Honda,Light Rain,Afternoon (14:00-18:00),None,80,26,0.5432
Anuradhapura,Car,Mitsubishi,Overcast,Midday (10:00-14:00),None,80,11,0.3505
Kandy,Motorcycle,Bajaj,Heavy Rain,Night (22:00-00:00),None,50,53,0.8003
